PMID,Year,Title,Abstract,FirstAuthor
"42044708","2026","LEAP2: A first-in-human evaluation of a chronically implanted novel leadless pacemaker for conduction system pacing.","In a first-in-human acute ""pass-pull"" study, we previously demonstrated that a novel leadless pacemaker (LP) for conduction system pacing (CSP) could acutely pace the deep interventricular septum (IVS).

This study aimed to evaluate the safety and efficacy of chronically implanted LP.

In this study, pacemaker-indicated patients received the LPas either a standalone ventricular pacemaker or as a dual-chamber system paired with an atrial LP. Introduced via the right internal jugular (IJ) vein, the LPwas implanted under fluoroscopic and intra-cardiac echocardiography guidance. The primary safety end point was complications at 1-month. Electrical performance (capture threshold at 0.4 ms, R-wave amplitude, impedance) and capture type (left bundle branch pacing [LBBP] vs left ventricular septal pacing [LVSP] vs deep septal pacing [DSP]) were assessed at implant and at 1 month.

Among 20 enrolled patients, 1 was withdrawn for challenging anatomy. LPimplantation was successful in 18 of 19 patients: 4 ventricular-only and 14 dual-chamber. At implant, capture thresholds, R-wave amplitudes, and impedance were acceptable, and at 1 month, they were 1.3 &#xb1; 0.6 V, 13.1 &#xb1; 4.0 mV, and 490 &#xb1; 72 &#x3a9;, respectively. The capture type at implant was LBBP in 9, LVSP in 5, and DSP in 4 patients, but changed in 6 patients by 1-month follow-up. In addition, 3 patients had dislodgements. For dual-chamber implants, implant-to-implant communication was stable through 1-month. The 1-month LPcomplication-free-rate was 68.4%; 6 patients experienced complications, including IJ-access hematoma, pericardial effusion, LPdislodgements, and dislocation.

This first-in-human evaluation demonstrated the feasibility of leadless CSP, but improvements in LPstability fixation require further evaluation.","Reddy Vivek Y"
"42097253","2026","Mechanical resynchronization in left bundle branch block achieved by conduction system pacing: A strain-based analysis.","Left bundle branch area pacing (LBBAP) improves synchronous left ventricular (LV) contraction and therefore emerged as an alternative to biventricular pacing for cardiac resynchronization therapy (CRT). However, the extent of mechanical resynchronization with LBBAP remains incompletely characterized.

To assess resynchronization following LBBAP in patients with baseline left bundle branch block (LBBB) or right ventricular pacing (RVP)-induced dyssynchrony, across the full range of left ventricular ejection fraction (LVEF).

This multicenter study included patients undergoing LBBAP with LBBB or need for upgrade from RVP. Mechanical dyssynchrony and resynchronization were evaluated using septal strain imaging at baseline, early post-implantation, and late post-implantation. Global longitudinal strain (GLS), and mid-septal strain curves were analyzed.

Left bundle branch pacing (LBBP) during follow-up was confirmed in 71% of the patients, LV septal pacing (LVSP) in 14%, and deep septal pacing (DSP) in 15%. Septal strain patterns improved immediately and progressively after implantation (P = .01), with GLS increasing from -12 &#xb1; 6% at baseline to -15 &#xb1; 6% at follow-up (P < .001). Resynchronization was not significantly different between LBBP and LVSP, but was inferior in DSP, with lower &#x394; mid-septal peak septal strain (P = .004) and &#x394;LVEF (P = .03) at 1 year. In regression analysis, both LBBB-stages and type of LBBAP-capture were associated with reverse remodeling following LBBAP.

LBBAP provides substantial mechanical resynchronization with immediate and progressive improvements in septal mechanics. Resynchronization was not significantly different between LBBP and LVSP, but was attenuated in DSP, where residual dyssynchrony was associated with lower LVEF 1-year after implantation.","Van Overmeiren Thomas"
"42091101","2026","HRS scientific statement on artificial intelligence integration framework into clinical electrophysiology workflows.","Artificial intelligence (AI) and digital health technologies (DHTs) are rapidly transforming health care, offering unprecedented opportunities for enhanced diagnostics, treatment, and patient management. However, such boundless potential brings new challenges for regulatory bodies, administrators, and ultimately clinicians to identify points of integration of AI/DHT into clinical workflows. Specifically, clinicians must understand where AI/DHT can be safely integrated within the clinical care process, what resources are available to guide decisions about adopting new AI/DHT methods, and how to monitor and adjust the implementation strategy through real-world use. Highlighting both existing and potential new AI/DHT applications within the space of clinical electrophysiology, this statement identifies the resources and various available frameworks to guide adoption of AI/DHT and strategies for continuous monitoring, recalibration, retraining, and, if necessary, cessation of use. We emphasize the critical importance of data interoperability for integrated care and the ethical imperative to address data protection, bias, transparency, and accountability. Ultimately, responsible implementation, vigilant post-deployment evaluation, and adherence to human rights principles are essential to harness AI's full potential for equitable and personalized patient care.","Armoundas Antonis A"
"42126385","2026","Electrosurgery to traverse surgerized ventricular septum and facilitate left bundle branch area pacing.","N/A","Atallah Rawan"
"42140413","2026","Anatomical Considerations for Left Bundle Branch Area Pacing.","Over the last decade, left bundle branch area pacing (LBBAP) has been established as a novel modality in conduction system pacing. However, successful implementation of LBBAP necessitates a thorough understanding of anatomical landmarks, physiology, and histology to accurately identify the optimal pacing site. Various anatomical factors can significantly influence both the procedural success and long-term effectiveness of LBBAP. This review aims to provide a practical overview of the most relevant anatomical considerations and potential complications associated with LBBAP, offering valuable insights for electrophysiologists to enhance procedural success and minimize complications.","Zuin Marco"
"42119915","2026","Artificial Intelligence Versus Electrophysiologist Adjudication of Atrial Arrhythmias.","N/A","Andrade Jason G"
"41864302","2026","Left bundle branch area stylet-driven lead: Performance, safety, and quality of life at 12 months after implant (the BIO-CONDUCT investigational device exemption study).","Prospective studies with a focus on the safety and effectiveness profile of stylet-driven left bundle branch area (LBBA) pacing leads at both implant and chronic stages significantly contribute to a comprehensive perspective of using a stylet-driven lead in this pacing modality.

This study aimed to prospectively evaluate the performance and safety of LBBA-placed Solia S leads and the related impact on the patient's quality of life (QOL) through 12 months.

A multicenter, prospective, nonrandomized trial enrolled patients with standard pacing indications in whom a Solia S lead was implanted in the LBBA. Adverse events and QOL metrics were collected up to 12 months after implant along with threshold, sensing, and lead impedance data.

For the 161 patients who experienced a serious adverse device effect (SADE) event or had at least 335 days of follow-up, the associated 12-month SADE-free rate was 0.02 events per subject-year (SADE-free rate 98.1%; 95% confidence interval, 94.7-99.6). The mean threshold was 0.98 V at 0.4 ms (vs 0.84 V at implant), mean sensing was 12.76 mV (vs 9.15 mV at implant), and mean impedance was 521.8 &#x3a9; (vs 670.5 &#x3a9; at implant). The mean change for the QOL physical function scale was +11.4 &#xb1; 24.0 (95% confidence interval, 7.4-15.4; t value = 4.23; P < .001).

These 12-month results using the Solia S stylet-driven lead demonstrate freedom from LBBA pacing lead-related complications, acceptable lead performance characteristics, and a significant coincident improvement in a patient's physical function.","Liu Christopher F"
"41864306","2026","Insights from 10-year follow-up of His bundle pacing: A multicenter experience.","His bundle pacing (HBP) provides physiological ventricular activation by engaging the native His-Purkinje system. Although midterm safety and efficacy are established, long-term outcomes beyond 5 years remain insufficiently defined.

This study aimed to evaluate long-term performance, device behavior, and clinical outcomes of permanent HBP over a follow-up period of up to 10 years.

We retrospectively analyzed 500 consecutive patients who underwent successful HBP between 2003 and 2013 at 2 high-volume centers. Clinical, device, and echocardiographic data were collected at scheduled in-person and remote evaluations. Outcomes included pacing thresholds, sensing, lead-related events, device longevity, left ventricular ejection fraction (LVEF), hospitalizations, and mortality. Time-to-event analyses were performed using Kaplan-Meier estimates and Cox regression.

Follow-up data were available for 487 patients (mean age 75 &#xb1; 9 years) with a mean duration of 7.9 &#xb1; 4.7 years; 193 patients completed &#x2265;10 years of follow-up. Selective HBP was achieved in 51%. Lead-related events occurred in 12.1% of patients, most commonly capture threshold rise (10.5%); lead dislodgment was rare (0.8%). Battery depletion occurred in 66.6% at 10 years. Backup leads were associated with reduced device longevity (hazard ratio 1.87; P < .001). Overall, LVEF remained stable; 30.7% showed &#x2265;5% improvement in LVEF, particularly among those with a baseline LVEF of <45%. All-cause mortality was 38.2%, predominantly noncardiac.

This large multicenter experience demonstrates that HBP is a safe and effective pacing strategy with durable performance, acceptable device longevity, and stable ventricular function over a decade of follow-up. Technical issues-primarily threshold rise-are generally manageable. These findings provide the longest longitudinal data to date supporting HBP as a reliable physiological pacing modality.","Zanon Francesco"
"42140415","2026","Long-Term Performance of Conduction System Pacing in Patients With Congenital Heart Disease.","Conduction system pacing (CSP) is safe and feasible in congenital heart disease (CHD), but long-term follow-up data remain scarce.

To evaluate the long-term performance of CSP in patients with CHD.

This retrospective, multicenter, international study included CHD patients undergoing CSP-His bundle pacing (HBP) or left bundle branch area pacing (LBBAP)-with &#x2265;12 months follow-up. The primary endpoint was survival free from CSP lead-related complications (loss of conduction system capture, significant threshold rise &#x2265;2.5 V or &#x2265;2.0 V increase, or lead reintervention). Secondary endpoints included implant success, electrical and echocardiographic outcomes, and clinical status.

144 patients were included (88% moderate/complex CHD; 26% systemic right ventricle [SRV]; 24% with CRT indication); 29 HBP, 115 LBBAP. Acute implant success was 95.1%. Over a median follow-up of 32.2 months (interquartile range [IQR]: 18.2-47.1), survival free from CSP lead-related complications was 0.89, with 88% of CSP lead-related events occurring beyond 12 months of follow-up. Device-related complications occurred in 11.8%, and reinterventions in 5.1%. Microdislodgment (14.6%), threshold increase (6.9%), and loss of conduction system capture (5.6%) were less frequent with LBBAP. LVEF improved in systemic left ventricle patients while SRV patients preserved fractional area change. Among patients with CRT indications, systemic ventricular function improved from 34 &#xb1; 10% to 41 &#xb1; 13% (p<0.001).

CSP is feasible across a broad spectrum of CHD and is associated with preservation or improvement of systemic ventricular function. Late lead-related complications are not negligible, underscoring the need for long-term follow-up.","Cano &#xd3;scar"
"40759235","2025","Do all pacing system analyzer models fit one size for the conduction system pacing?","N/A","Canpolat Ugur"
"40300740","2025","First-in-human study of a leadless pacemaker system for left bundle branch area pacing.","Leadless pacemakers (LPs) are limited by the current inability to perform left bundle branch area pacing (LBBAP).

The purpose of this first-in-human acute feasibility study was to evaluate the safety and performance of a novel helix-based LP with an extended electrode for LBBAP (LP).

After obtaining informed consent, the LP(Aveir CSP LP) was temporarily deployed in patients with indications for LP implantation. The LPwas introduced from the right internal jugular (IJ) vein and temporarily implanted deep into the interventricular septum (IVS) under fluoroscopic and intracardiac echocardiographic guidance. The primary safety endpoint was freedom from serious device adverse events (SADEs) within 1 month of the implant procedure. The primary performance endpoints were intraprocedural electrical parameters, including pacing threshold, impedance, and sensed R-wave amplitude. The LPthen was removed, and a conventional LP was implanted in the right ventricle using the same IJ access.

Among 14 enrolled patients (age 69.4 &#xb1; 9.9 years, 71% male), the LPwas successfully implanted into the IVS in 10 patients. Pacing threshold (1.2 &#xb1; 0.6 V at 0.4 ms), R-wave amplitude (10.2 &#xb1; 4.1 mV), and impedance (373 &#xb1; 56 &#x3a9;) were acceptable. LBBAP capture was observed in 5 patients, segmented into direct capture of the left bundle branch (n = 1) and left ventricular septal pacing (n = 4). Deep septal pacing was observed in 3 additional patients. Freedom from SADEs within 1 month of the implant procedure was 85.7%.

This first-in-human study demonstrated acute successful implantation of the LPwith clinically acceptable intraprocedural electrical performance and safety.","Reddy Vivek Y"
