PMID,Year,Title,Abstract,FirstAuthor
"38403235","2024","ECG-only explainable deep learning algorithm predicts the risk for malignant ventricular arrhythmia in phospholamban cardiomyopathy.","Phospholamban (PLN) p.(Arg14del) variant carriers are at risk for development of malignant ventricular arrhythmia (MVA). Accurate risk stratification allows timely implantation of intracardiac defibrillators and is currently performed with a multimodality prediction model.

This study aimed to investigate whether an explainable deep learning-based approach allows risk prediction with only electrocardiogram (ECG) data.

A total of 679 PLN p.(Arg14del) carriers without MVA at baseline were identified. A deep learning-based variational auto-encoder, trained on 1.1 million ECGs, was used to convert the 12-lead baseline ECG into its FactorECG, a compressed version of the ECG that summarizes it into 32 explainable factors. Prediction models were developed by Cox regression.

The deep learning-based ECG-only approach was able to predict MVA with a C statistic of 0.79 (95% CI, 0.76-0.83), comparable to the current prediction model (C statistic, 0.83 [95% CI, 0.79-0.88]; P = .054) and outperforming a model based on conventional ECG parameters (low-voltage ECG and negative T waves; C statistic, 0.65 [95% CI, 0.58-0.73]; P < .001). Clinical simulations showed that a 2-step approach, with ECG-only screening followed by a full workup, resulted in 60% less additional diagnostics while outperforming the multimodal prediction model in all patients. A visualization tool was created to provide interactive visualizations (https://pln.ecgx.ai).

Our deep learning-based algorithm based on ECG data only accurately predicts the occurrence of MVA in PLN p.(Arg14del) carriers, enabling more efficient stratification of patients who need additional diagnostic testing and follow-up.","van de Leur Rutger R"
"38851623","2024","Use of radiofrequency energy to facilitate deep septal penetration with a left bundle branch pacing lead.","N/A","Jastrz&#x119;bski Marek"
"39725052","2024","Pacing system analyzers to guide conduction system pacing implantation procedures: A comparison study of intracardiac and surface signals with an electrophysiology recording system.","Left bundle branch area pacing (LBBAP) needs confirmation of left conduction system capture assessed by testing of different electrical parameters. Guidelines recommend the use of an electrophysiology recording system (EP-RS) to guide conduction system pacing procedures. However, some experienced centers perform LBBAP procedures without an EP-RS.

We aimed to assess whether LBBAP criteria can be measured by the signals provided by the pacing system analyzers (PSAs) as a surrogate for the EP-RS to simplify and universalize the technique.

This was an observational, prospective, multicenter study assessing the current LBBAP criteria using the PSA compared with the EP-RS during conduction system pacing procedures.

A consecutive 108 patients were included. Baseline QRS duration was 130 &#xb1; 29 ms in the EP-RS vs 128 &#xb1; 29 ms in the PSA (P = .7). An initial W morphology in Vwas noted in 88% of patients with the EP-RS vs 86% of patients with the PSA (P = .7) during unipolar pacing. The QRS duration (122 &#xb1; 17 ms vs 123 &#xb1; 19 ms; P = .7), the R-wave peak time interval in V(80 &#xb1; 13 ms vs 79 &#xb1; 14 ms (P = .9), and the V-Vinterpeak interval (39 &#xb1; 16 ms vs 38 &#xb1; 17 ms (P = .7) were superimposable in the EP-RS compared with the PSA. Pearson coefficients for the last 2 criteria were 0.85 (P < .0001) and 0.94 (P < .0001), respectively. According to the current criteria, 91.5% of patients received a successful LBBAP implant using the EP-RS. Based on the PSA measurements, 96.6% of these patients met LBBAP criteria.

Criteria for LBBAP can be assessed by PSAs with high accuracy. These results provide the basis for the usefulness of the PSA to guide LBBAP procedures.","Jim&#xe9;nez-L&#xf3;pez Jes&#xfa;s"
"39233256","2024","Relationship of different left bundle branch pacing sites and clinical outcomes in patients with heart failure.","Left bundle branch pacing (LBBP) is a novel physiological pacing modality. However, whether it delivers comparable efficacy with different capture sites in patients with heart failure remains unclear.

This study aimed to assess the association between different pacing sites and the response of LBBP.

Forty-three consecutive patients with heart failure, referred for successful LBBP implantation, were prospectively recruited in this study. Patients were assigned to 3 subgroups according to the paced QRS complex morphology (left bundle branch trunk pacing [LBTP], left posterior fascicular pacing, or left anterior fascicular pacing groups). Echocardiograms and electrocardiograms were recorded and analyzed at baseline and 6-month follow-up.

The response rate was 95.0%, 88.2%, and 83.3% in LBTP, left posterior fascicular pacing, and left anterior fascicular pacing groups, respectively. All subgroups were efficient in narrowing the QRS complex (QRS complex narrowing: 38.1 &#xb1; 10.8 ms, 36.4 &#xb1; 12.6 ms, and 40.8 &#xb1; 10.8 ms) and improving cardiac function (LVEF improvement&#xff1a; 25.7% &#xb1; 8.1%, 15.3% &#xb1; 8.1%, and 18.8% &#xb1; 4.4%). Compared with left fascicular pacing, LBTP resulted in longer peak left ventricular activation time (76.5 &#xb1; 10.2 ms vs 82.3 &#xb1; 6.5 ms; P = .037) and shorter duration from intrinsicoid deflection in V1 or V2 to QRS end (128.0 &#xb1; 6.0 ms vs 113.3 &#xb1; 5.2 ms; P&#xff1c;.0001), along with better improvement in septal systolic longitudinal strain (P = .007) and lateral-septal myocardial loading inhomogeneity (P = .036). Linear regression analysis further revealed that left bundle branch capture sites were strongly associated with the improvement in peak strain dispersion (model R= 0.586; P = .042) and LVEF (model R= 0.425; P < .0001).

Different left bundle branch capture sites led to a subtle difference in mechanical synchrony, which may, in turn, affect LVEF improvement in patients with heart failure.","Liu Wen"
"39341434","2024","Artificial intelligence age prediction using electrocardiogram data: Exploring biological age differences.","Biological age can be predicted using artificial intelligence (AI) trained on electrocardiograms (ECGs), which is prognostic for mortality and cardiovascular events.

We developed an AI model to predict age from an ECG and compared baseline characteristics to identify determinants of advanced biological age.

An AI model was trained on ECGs from cardiology inpatients aged 20-90 years. AI analysis used a convolutional neural network with data divided in an 80:20 ratio (development/internal validation), with external validation undertaken using data from the UK Biobank. Performance and subgroup comparison measures included correlation, difference, and mean absolute difference.

A total of 63,246 patients with 353,704 total ECGs were included. In internal validation, the correlation coefficient was 0.72, with a mean absolute difference between chronological age and AI-predicted age of 9.1 years. The same model performed similarly in external validation. In patients aged 20-29 years, AI-ECG-predicted biological age was greater than chronological age by a mean of 14.3 &#xb1; 0.2 years. In patients aged 80-89 years, biological age was lower by a mean of 10.5 &#xb1; 0.1 years. Women were biologically younger than men by a mean of 10.7 months (P = .023), and patients with a single ECG were biologically 1.0 years younger than those with multiple ECGs (P < .0001).

There are significant between-group differences in AI-ECG-predicted biological age for patient subgroups. Biological age was greater than chronological age in young hospitalized patients and lower than chronological age in older hospitalized patients. Women and patients with a single ECG recorded were biologically younger than men and patients with multiple recorded ECGs.","Evans Shaun"
"39278609","2024","Electrocardiographic predictors of clinical outcomes in nonischemic cardiomyopathy patients with left bundle branch area pacing cardiac resynchronization therapy.","Paced QRS morphology may vary during left bundle branch area pacing (LBBAP) per the pacing location. It remains unclear whether electrocardiographic changes observed during LBBAP can predict clinical outcomes.

We aimed to assess correlation between characteristics of paced QRS on the electrocardiogram and clinical outcomes in heart failure patients with nonischemic cardiomyopathy.

Of 79 consecutive heart failure patients receiving LBBAP, 59 patients were included in this prospective study after exclusions. LBBAP was performed using Medtronic 3830 lead. Patients were assigned to various groups on the basis of paced QRS morphology in lead V(qR and Qr), QRS axis (normal, left, or right), and VR-wave peak time (RWPT, &#x2264;80 ms or >80 ms) to compare echocardiographic outcomes.

RWPT was significantly shorter (75.7 &#xb1; 17.5 ms vs 85.3 &#xb1; 11.3 ms; P = .014), transition during threshold testing was more commonly observed (81.5% vs 53%; P = .02), and improvement in left ventricular ejection fraction (LVEF) was significantly greater in the qR group (21.4% &#xb1; 6.4% vs 16.4% &#xb1; 8.3%; P = .013) compared with the Qr group. RWPT or LVEF did not differ in patients with different paced QRS axis (P > .05). Whereas qR morphology and presence of transition during threshold testing independently predicted LVEF improvement, RWPT lacked predictive value. Nonresponders had greater incidence of loss of R' (P = .009) and prolonged RWPT (P = .003) on follow-up compared with average responders and superresponders.

Paced qR morphology and transition during threshold testing predicted greater improvement in LVEF, whereas RWPT lacked predictive value. Loss of terminal R in lead Vand prolongation of RWPT on follow-up prognosticated nonresponse to LBBAP.","Shroff Jenish P"
"39094724","2024","Impact of left bundle branch area pacing as the primary cardiac resynchronization strategy vs biventricular pacing on resource utilization and clinical outcomes in a community hospital.","N/A","Del-Carpio Munoz Freddy"
"38493991","2024","Artificial intelligence predicts undiagnosed atrial fibrillation in patients with embolic stroke of undetermined source using sinus rhythm electrocardiograms.","Artificial intelligence (AI)-enabled sinus rhythm (SR) electrocardiogram (ECG) interpretation can aid in identifying undiagnosed paroxysmal atrial fibrillation (AF) in patients with embolic stroke of undetermined source (ESUS).

The purpose of this study was to assess the efficacy of an AI model in identifying AF based on SR ECGs in patients with ESUS.

A transformer-based vision AI model was developed using 737,815 SR ECGs from patients with and without AF to detect current paroxysmal AF or predict the future development of AF within a 2-year period. Probability of AF was calculated from baseline SR ECGs using this algorithm. Its diagnostic performance was further tested in a cohort of 352 ESUS patients from 4 tertiary hospitals, all of whom were monitored using an insertable cardiac monitor (ICM) for AF surveillance.

Over 25.1-month follow-up, AF episodes lasting &#x2265;1 hour were identified in 58 patients (14.4%) using ICMs. In the receiver operating curve (ROC) analysis, the area under the curve for the AI algorithm to identify AF &#x2265;1 hour was 0.806, which improved to 0.880 after integrating the clinical parameters into the model. The AI algorithm exhibited greater accuracy in identifying longer AF episodes (ROC for AF &#x2265;12 hours: 0.837, for AF &#x2265;24 hours: 0.879) and a temporal trend indicating that the AI-based AF risk score increased as the ECG recording approached the AF onset (P for trend <.0001).

Our AI model demonstrated excellent diagnostic performance in predicting AF in patients with ESUS, potentially enhancing patient prognosis through timely intervention and secondary prevention of ischemic stroke in ESUS cohorts.","Choi Jina"
"39236992","2024","Development and validation of a predictive model for atrial fibrillation recurrence post-catheter ablation in patients with nonvalvular atrial fibrillation on the basis of hemodynamic parameters.","The influence of hemodynamic parameters on the recurrence of atrial fibrillation (AF) after catheter ablation is not well known, and it remains unclear whether a nomogram combining risk factors and hemodynamic parameters improves prediction accuracy.

This study aimed to develop a nomogram on the basis of echocardiographic hemodynamic parameters for predicting AF recurrence after catheter ablation in nonvalvular atrial fibrillation (NVAF).

A total of 380 consecutive patients with NVAF undergoing AF catheter ablation treatment were prospectively included. Patients were divided into training and validation cohorts in a 7:3 ratio. The follow-up time averaged 9 months with a median of 12 months, during which 132 patients (34.7%) experienced AF recurrence.

Least absolute shrinkage and selection operator regression and Cox regression analyses identified 4 significant predictors of AF recurrence: persistent AF (hazard ratio [HR] 1.63; 95% confidence interval [CI] 1.02-2.61; P = .041), S/D ratio of pulmonary vein (HR 0.50; 95% CI 0.30-0.84; P = .009), left atrial acceleration factor &#x3b1; (HR 1.31; 95% CI 1.02-1.68; P = .032), and left atrial appendage peak emptying flow velocity (HR 0.98; 95% CI 0.97-0.99; P = .004). On the basis of these 4 variables, a predictive nomogram was constructed. The nomogram demonstrated C indices of 0.664 and 0.728 for predicting 1- and 2-year AF recurrence, respectively, in the validation cohort. The Kaplan-Meier survival analysis indicated that a Nomo score of >128 was associated with a higher risk of AF recurrence.

Hemodynamic parameters may offer valuable insight into predicting AF recurrence after catheter ablation. Our study successfully developed a reliable nomogram on the basis of echocardiographic hemodynamic parameters to estimate the risk of AF recurrence after catheter ablation in patients with NVAF.","Zeng Decai"
"39168295","2024","Improved diagnosis of arrhythmogenic right ventricular cardiomyopathy using electrocardiographic deep learning.","Arrhythmogenic right ventricular cardiomyopathy (ARVC) is a rare genetic heart disease associated with life-threatening ventricular arrhythmias. Diagnosis of ARVC is based on the 2010 Task Force Criteria (TFC), application of which often requires clinical expertise at specialized centers.

The purpose of this study was to develop and validate an electrocardiogram (ECG) deep learning (DL) tool for ARVC diagnosis.

ECGs of patients referred for ARVC evaluation were used to develop (n = 551 [80.1%]) and test (n = 137 [19.9%]) an ECG-DL model for prediction of TFC-defined ARVC diagnosis. The ARVC ECG-DL model was externally validated in a cohort of patients with pathogenic or likely pathogenic (P/LP) ARVC gene variants identified through the Geisinger MyCode Community Health Initiative (N = 167).

Of 688 patients evaluated at Johns Hopkins Hospital (JHH) (57.3% male, mean age 40.2 years), 329 (47.8%) were diagnosed with ARVC. Although ARVC diagnosis made by referring cardiologist ECG interpretation was unreliable (c-statistic 0.53; confidence interval [CI] 0.52-0.53), ECG-DL discrimination in the hold-out testing cohort was excellent (0.87; 0.86-0.89) and compared favorably to that of ECG interpretation by an ARVC expert (0.85; 0.84-0.86). In the Geisinger cohort, prevalence of ARVC was lower (n = 17 [10.2%]), but ECG-DL-based identification of ARVC phenotype remained reliable (0.80; 0.77-0.83). Discrimination was further increased when ECG-DL predictions were combined with non-ECG-derived TFC in the JHH testing (c-statistic 0.940; 95% CI 0.933-0.948) and Geisinger validation (0.897; 95% CI 0.883-0.912) cohorts.

ECG-DL augments diagnosis of ARVC to the level of an ARVC expert and can differentiate true ARVC diagnosis from phenotype-mimics and at-risk family members/genotype-positive individuals.","Carrick Richard T"
"39536809","2024","Horizontal QRS axis predicts response to cardiac resynchronization therapy in heart failure patients with left bundle branch block.","Electrocardiogram criteria for left bundle branch block (LBBB) inadequately predict left ventricular electrical dyssynchrony, complicating cardiac resynchronization therapy (CRT) candidate selection.

This study aimed to investigate the predictive value of the horizontal QRS axis for CRT response in heart failure (HF) patients with LBBB patterns.

The direction and magnitude of the horizontal QRS axis were calculated using the net amplitudes in leads Vand V. CRT response was defined as a &#x2265;10% increase in left ventricular ejection fraction and at least 1 New York Heart Association class reduction 1 year after CRT implantation. The composite end point included HF hospitalization or all-cause mortality.

Of 244 consecutive CRT recipients, 156 (63.9%) responded favorably; 88 (36.1%) were nonresponders. The horizontal QRS axis demonstrated significant backward deviation (-75.5&#xb0; [-79.7&#xb0; to -69.0&#xb0;] vs -65.0&#xb0; [-73.0&#xb0; to -46.5&#xb0;]; P < .001) and larger magnitude (35.5 &#xb1; 10.9 mm vs 25.5 &#xb1; 10.5 mm; P < .001) in CRT responders compared with nonresponders. The direction and magnitude independently predicted CRT response with an area under the curve of 0.778 (95% confidence interval [CI], 0.717-0.839) and 0.749 (95% CI, 0.685-0.814), respectively. Combining both parameters increased the area under the curve to 0.814 (95% CI, 0.760-0.868). Moreover, the direction and magnitude of the horizontal QRS axis, or their combination, predicted the composite end point of HF hospitalization or all-cause mortality, with hazard ratios of 0.36 (95% CI, 0.22-0.60), 0.41 (95% CI, 0.25-0.67), and 0.25 (95% CI, 0.15-0.41), respectively.

Horizontal QRS axis accurately predicts CRT response and prognosis in HF patients with LBBB.","Chen Zhisheng"
"39515497","2024","Electrophysiological characteristics of lead position-dependent electrogram uninterrupted transition during left bundle branch pacing.","The interrupted technique of left bundle branch pacing (LBBP) limits the continuous monitoring of paced electrocardiogram and intracardiac electrogram (EGM) transitions, which may result in overlooked or misinterpreted subtle transitions.

This study aimed to explore the electrophysiological characteristics of lead position-dependent EGM continuous transitions to evaluate lead depth and to investigate the clinical significance of transseptal pacing modalities.

A continuous pacing and recording technique enabled by a rotatable connector was used to allow the real-time monitoring of progressive changes in paced EGM and electrocardiographic morphology. Careful observations were conducted to evaluate whether there were significant changes in the amplitude and morphology of the ventricular current of injury (COI), R-wave peak times in leads Vand V, QRS duration, and impedance at different interventricular septal depths.

The study included 105 patients. Nonselective LBBP was achieved in 94 patients (89.5%), of whom 88 (83.8%) achieved selective LBBP (SLBBP). Left ventricular septal pacing was confirmed in 11 patients (11.5%). The amplitude of ventricular EGM predictably changed with radial septum depth and peaked in the interventricular septum (26.3&#xb1;11.3 mV). As the lead was inserted into the left ventricular subendocardium, the ventricular COI declined to a level approximating that of the right septum (11.7 &#xb1; 6.3 mV for SLBBP vs 10.4 &#xb1; 5.8 mV for right ventricular septal pacing). When selective left bundle branch capture occurred, significant morphological transitions in the ventricular COI were observed in the unfiltered EGM.

The continuous recording technique provides a more detailed understanding of pacing lead radial depth throughout implantation. COI amplitude and morphology variations can identify different pacing modalities, particularly in recognizing SLBBP.","Shen Jiabo"
"39490952","2024","Global R-wave peak time for diagnosis of left bundle branch capture.","QRS axis deviation and rS configuration in V6 affect the ability of V6 R-wave peak time (RWPT) criterion to discriminate capture type during left bundle branch area pacing (LBBAP).

We hypothesized that combining RWPTs from lateral leads: I, aVL, V5, and V6 may better reflect left ventricular activation time and that such a global RWPT may be insensitive to changes in QRS configuration.

The analysis included 519 electrocardiograms (ECGs) with nonselective left bundle branch pacing (nsLBBP) and 176 ECGs with left ventricular septal pacing (LVSP). Optimal RWPT cutoffs and area under the receiver operating curve (AUC) were determined for each lead and combinations of leads, to find the best RWPT criterion for discriminating nsLBBP from LVSP. Values were reported separately for healthy and diseased left conduction system groups.

The highest AUC of 97.1/89.2% was obtained for the global RWPT, which combined leads I and V6. The AUC for single-lead RWPT, was highest for lead I, followed by V6, V5, and aVL with AUC of 95.1/87.4%, 93.6/87.1%, 93.0/86.5%, and 84.8/74.6%, respectively. The global RWPT criterion was not affected by variations in QRS configuration, as V6 and I RWPTs often showed opposite responses to changes in axis. In contrast, all single-lead RWPT criteria were sensitive to axis deviation and QRS configuration. Diagnostically optimal RWPT cutoffs for global RWPT and lead I RWPT were 162.5/187.5 ms, and 81.5/90.5 ms, respectively.

The global RWPT criterion allows a more accurate diagnosis of LBBAP capture type independent of QRS configuration and axis.","Kie&#x142;basa Grzegorz"
"39181484","2024","Durability of output-dependent QRS transition and left bundle branch capture in left bundle branch area pacing.","Although output-dependent QRS transition is a specific indicator that confirms left bundle branch (LBB) capture during left bundle branch area pacing (LBBAP), its durability remains unclear.

The purpose of this study was to evaluate the presence of output-dependent QRS transition and capture thresholds of the LBB and left ventricular septal myocardium immediately and up to 1 year after the LBBAP procedure.

We enrolled 129 patients with successful LBBAP who were available for 1-year follow-up postoperatively. Threshold testing was performed immediately after LBBAP on postoperative day 0 (POD-0) and after 3 days (POD-3), 6 months (POD-180), and 1 year (POD-360).

Output-dependent QRS transition persisted in 64 patients (88%) on POD-360, from among the 73 patients with output-dependent QRS transition on POD-0. In contrast, 55 of 56 patients without QRS transition on POD-0 (98%) did not exhibit QRS transition thereafter. LBB thresholds were slightly elevated on POD-360, albeit without statistical significance, compared with those on POD-0 (1.22 &#xb1; 1.00 V vs 1.43 &#xb1; 1.29 V at 0.4 ms; P = .26). The LBB thresholds increased by &#x2265;1.5 V in 7 patients (11%). However, in 93% of patients with an LBB threshold of &#x2264;2.5 V on POD-0, LBB capture was maintained at 2.5 V on POD-360. Left ventricular septal thresholds were similar on POD-0 and POD-360 (0.81 &#xb1; 0.36 V vs 0.83 &#xb1; 0.24 V; P > .99) and did not increase by &#x2265;1.5 V in any patient.

Output-dependent QRS transitions were highly reproducible after implantation. Furthermore, LBB thresholds remained stable in most cases during the first postoperative year.","Shimeno Kenji"
"39427689","2024","Use of artificial intelligence algorithms to reduce transmissions in implantable loop recorders.","N/A","Middeldorp Melissa E"
"38692342","2024","Automated interpretations of single-lead electrocardiograms predict incident atrial fibrillation: The VITAL-AF trial.","Single-lead electrocardiograms (1L ECGs) are increasingly used for atrial fibrillation (AF) detection. Automated 1L ECG interpretation may have prognostic value for future AF in cases in which screening does not result in a short-term AF diagnosis.

We sought to investigate the association between automated 1L ECG interpretation and incident AF.

VITAL-AF was a randomized controlled trial investigating the effectiveness of screening for AF by 1L ECGs. For this study, participants were divided into 4 groups based on automated classification of 1L ECGs. Patients with prevalent AF were excluded. Associations between groups and incident AF were assessed by Cox proportional hazards models adjusted for risk factors. The start of follow-up was defined as 60 days after the latest 1L ECG (as some individuals had numerous screening 1L ECGs).

The study sample included never screened (n = 16,306), normal (n = 10,914), other (n = 2675), and possible AF (n = 561). Possible AF had the highest AF incidence (5.91 per 100 person-years; 95% confidence interval [CI], 4.24-8.23). Possible AF was associated with greater hazard of incident AF compared with normal (adjusted hazard ratio, 2.48; 95% CI, 1.66-3.71). Other was associated with greater hazard of incident AF compared with normal (1.41; 95% CI, 1.04-1.90).

In patients undergoing AF screening with 1L ECGs without prevalent AF or AF within 60 days of screening, presumptive positive and indeterminate 1L ECG interpretations were associated with future AF. Abnormal 1L ECG recordings may identify individuals at higher risk for future AF.","Pipilas Daniel C"
"39127231","2024","Detection of cardiac sarcoidosis with the artificial intelligence-enhanced electrocardiogram.","N/A","de Melo Jose F"
"39288882","2024","Long-term outcomes of left bundle branch area pacing compared with right ventricular pacing in TAVI patients.","New-onset permanent pacemaker implantation (PPMI) is still a common complication after transcatheter aortic valve implantation (TAVI) with adverse clinical outcomes.

The purpose of this study was to investigate whether left bundle branch area pacing (LBBAP) improves long-term clinical results compared with traditional right ventricular pacing (RVP) in patients requiring PPMI after TAVI.

A total of 237 consecutive patients undergoing RVP (N = 117) or LBBAP (N = 120) after TAVI were retrospectively included. Long-term outcomes, including all-cause death, heart failure rehospitalization (HFH), and left ventricular ejection fraction (LVEF) change compared to baseline, were obtained until 5 years post-TAVI.

The mean age of the overall population was 74 years, with a mean surgical risk score of 4.4%. The paced QRS duration was significantly longer in the RVP group compared with the LBBAP group (151 &#xb1; 18 vs 122 &#xb1; 12 ms; P < .001). No difference was found between the 2 groups in all-cause death (13.7% vs 13.3%; adjusted hazard ratio [HR], 0.76; 95% confidence interval [CI], 0.37-1.58; P = .466) or the composite endpoint of death and HFH (29.9% vs 19.2%; adjusted HR, 1.22; 95% CI, 0.70-2.13; P = .476); however, the risk of HFH was significantly higher in the RVP group at 5 years after TAVI (21.4% vs 7.5%; adjusted HR, 2.26; 95% CI, 1.01-5.08; P = .048). There was greater improvement of LVEF over time in the LBBAP group (P = .046 for LVEF changes over time between groups).

LBBAP improved long-term clinical outcomes compared with RVP in patients undergoing PPMI after TAVI in terms of less HFH and better LVEF improvement.","Wang Xi"
"38365126","2024","Electrocardiography deep learning models to predict high-risk imaging features in patients with hypertrophic cardiomyopathy: Can it change clinical practice?","N/A","Bidaoui Ghassan"
"39245250","2024","Prediction of sudden cardiac death using artificial intelligence: Current status and future directions.","Sudden cardiac death (SCD) remains a pressing health issue, affecting hundreds of thousands each year globally. The heterogeneity among people who suffer a SCD, ranging from individuals with severe heart failure to seemingly healthy individuals, poses a significant challenge for effective risk assessment. Conventional risk stratification, which primarily relies on left ventricular ejection fraction, has resulted in only modest efficacy of implantable cardioverter-defibrillators for SCD prevention. In response, artificial intelligence (AI) holds promise for personalized SCD risk prediction and tailoring preventive strategies to the unique profiles of individual patients. Machine and deep learning algorithms have the capability to learn intricate nonlinear patterns between complex data and defined end points, and leverage these to identify subtle indicators and predictors of SCD that may not be apparent through traditional statistical analysis. However, despite the potential of AI to improve SCD risk stratification, there are important limitations that need to be addressed. We aim to provide an overview of the current state-of-the-art of AI prediction models for SCD, highlight the opportunities for these models in clinical practice, and identify the key challenges hindering widespread adoption.","Kolk Maarten Z H"
"38354872","2024","Enhancing transvenous lead extraction risk prediction: Integrating imaging biomarkers into machine learning models.","Machine learning (ML) models have been proposed to predict risk related to transvenous lead extraction (TLE).

The purpose of this study was to test whether integrating imaging data into an existing ML model increases its ability to predict major adverse events (MAEs; procedure-related major complications and procedure-related deaths) and lengthy procedures (&#x2265;100 minutes).

We hypothesized certain features-(1) lead angulation, (2) coil percentage inside the superior vena cava (SVC), and (3) number of overlapping leads in the SVC-detected from a pre-TLE plain anteroposterior chest radiograph (CXR) would improve prediction of MAE and long procedural times. A deep-learning convolutional neural network was developed to automatically detect these CXR features.

A total of 1050 cases were included, with 24 MAEs (2.3%) . The neural network was able to detect (1) heart border with 100% accuracy; (2) coils with 98% accuracy; and (3) acute angle in the right ventricle and SVC with 91% and 70% accuracy, respectively. The following features significantly improved MAE prediction: (1) &#x2265;50% coil within the SVC; (2) &#x2265;2 overlapping leads in the SVC; and (3) acute lead angulation. Balanced accuracy (0.74-0.87), sensitivity (68%-83%), specificity (72%-91%), and area under the curve (AUC) (0.767-0.962) all improved with imaging biomarkers. Prediction of lengthy procedures also improved: balanced accuracy (0.76-0.86), sensitivity (75%-85%), specificity (63%-87%), and AUC (0.684-0.913).

Risk prediction tools integrating imaging biomarkers significantly increases the ability of ML models to predict risk of MAE and long procedural time related to TLE.","Mehta Vishal S"
"38307309","2024","Lead performance of stylet-driven leads in left bundle branch area pacing: Results from a large single-center cohort and insights from in&#xa0;vitro bench testing.","Left bundle branch area pacing (LBBAP) requires deep septal lead deployment for left-sided conduction stimulation. Advancing leads toward deep septal positions might add mechanical stress on these leads. Concerns about lead performance and reliability remain an unanswered question.

The purpose of this study was to analyze lead performance and integrity of stylet-driven pacing leads (SDLs) for LBBAP.

This study assessed lead fracture rates of SDL in a large single-center cohort of adult LBBAP patients. Fluoroscopic analysis of lead bending angulations at the septal insertion point and in&#xa0;vitro bench testing of lead preconditioning were performed to simulate clinical use conditions. Lead performance was compared between LBBAP and conventional right ventricular apical pacing (RVp) sites.

The study included 325 LBBAP patients (66% male; age 71&#xb1;15 years). During median follow-up of 18 months, 2 patients (0.6%) experienced conductor fracture between tip housing and ring electrode, whereas no such fractures occurred with RVp patients (n = 149; P = .22). X-ray analysis revealed that high lead bending angulations occurred in 1.3% of the patients. Accelerated bench testing of excessive preconditioned leads showcased a higher probability of early conductor fracture compared to standard preconditioned leads.

The incidence of early conductor failure in LBBAP seems higher than with conventional RVp sites. The most vulnerable lead part seems to be the interelectrode space between the tip housing and ring electrode. Excessive angulation and preconditioning might contribute to early fatigue fracture.","&#xd6;zpak Emine"
"38184055","2024","Late distal conductor fracture of the lumenless pacing lead after left bundle branch area pacing.","N/A","Rangaswamy Vickram Vignesh"
"38215808","2024","Artificial intelligence-adjudicated spatiotemporal dispersion: A patient-unique fingerprint of persistent atrial fibrillation.","Spatiotemporal dispersion-guided ablation is a tailored approach for patients in persistent atrial fibrillation (PsAF). The characterization of dispersion extent and distribution and its association with common clinical descriptors of PsAF patients has not been studied.

Artificial intelligence-adjudicated dispersion extent and distribution (AI-DED) was obtained with a machine/deep learning classifier (VX1 Software, Volta Medical) in PsAF patients undergoing ablation. The purpose of this study was to test the hypothesis that AI-DED is unique to each patient and independent of common procedural and clinical parameters.

In a subanalysis of the Ev-AIFib study (NCT03434964), spatiotemporal dispersion maps were built with VX1 software in 78 consecutive persistent and long-standing PsAF patients. AI-DED was quantified using 2 distinct approaches (visual regional characterization or automated global quantification of AI-DED).

AI-DED paired-subregion Euclidean distance measurements between 78 patients (average distance 5.07 &#xb1; 0.60; min 2.23; max 9.75) demonstrate that AI-DED is a patient-unique characteristic of PsAF. Importantly, both AF type and AF history do not correlate with AI-DED levels (R= 0.006, P = .53; and R= 0.03, P = .25, respectively). The most extensive AI-DED levels are not associated with poorer procedural (83%, 81%, and 83% of AF termination in low, medium, and high dispersion groups, respectively; P = .954) and long-term (88%, 75%, and 91% of freedom from AF/atrial tachycardia after multiple procedures; P&#xa0;= .517) outcomes.

The atrial distribution and extent of multipolar electrogram spatiotemporal dispersion follow a nonrandom, albeit patient-unique, distribution in PsAF patients. AI-DED may represent a procedure-implementable fingerprint of the PsAF substrate.","Seitz Julien"
"38215806","2024","Correction of bundle branch block by so-called nonselective His bundle pacing: The potential role of accessory connections in the ventricular septal crest.","N/A","Mahmud Rehan"
"38508298","2024","A novel method to disengage trapped helix during left bundle branch pacing.","N/A","Seow Swee-Chong"
